1000
;;;Imported Bertec Force Plate #1 - Force;;;Imported Bertec Force Plate #1 - Moment;;;Imported Bertec Force Plate #1 - CoP;;;
Frame;Sub Frame;Tiempo;Fx;Fy;Fz;Mx;My;Mz;Cx;Cy;Cz
;;;N;N;N;N.mm;N.mm;N.mm;mm;mm;mm
235;2;0.262;15.4272;-1.60481;-350.526;-936.972;29229.8;-858.594;283.388;302.673;0
235;3;0.263;15.4745;-1.57377;-349.075;-943.952;29145.5;-880.164;283.493;302.704;0
235;4;0.264;15.5205;-1.54209;-347.625;-948.425;29059.7;-900.534;283.595;302.728;0
235;5;0.265;15.5648;-1.50971;-346.178;-950.514;28972.6;-919.617;283.693;302.746;0
235;6;0.266;15.6069;-1.4766;-344.735;-950.358;28884.2;-937.331;283.787;302.757;0
235;7;0.267;15.6462;-1.44268;-343.297;-948.108;28794.7;-953.597;283.877;302.762;0
235;8;0.268;15.6824;-1.40788;-341.866;-943.928;28704.1;-968.337;283.963;302.761;0
235;9;0.269;15.7148;-1.37214;-340.444;-937.998;28612.5;-981.481;284.045;302.755;0
236;0;0.27;15.743;-1.33537;-339.031;-930.505;28520.1;-992.961;284.122;302.745;0
236;1;0.271;15.7663;-1.2975;-337.629;-921.651;28426.9;-1002.71;284.196;302.73;0
236;2;0.272;15.7842;-1.25845;-336.241;-911.649;28333.1;-1010.68;284.264;302.711;0
236;3;0.273;15.7961;-1.21811;-334.867;-900.721;28238.9;-1016.81;284.328;302.69;0
236;4;0.274;15.8015;-1.17642;-333.511;-889.098;28144.2;-1021.05;284.388;302.666;0
236;5;0.275;15.7998;-1.13329;-332.172;-877.022;28049.3;-1023.36;284.442;302.64;0
236;6;0.276;15.7903;-1.08863;-330.854;-864.739;27954.3;-1023.7;284.491;302.614;0
236;7;0.277;15.7725;-1.04235;-329.558;-852.506;27859.4;-1022.05;284.536;302.587;0
236;8;0.278;15.7459;-0.994388;-328.286;-840.58;27764.6;-1018.39;284.574;302.561;0
236;9;0.279;15.7098;-0.944662;-327.039;-829.226;27670.1;-1012.69;284.608;302.536;0
237;0;0.28;15.6638;-0.893102;-325.821;-818.709;27576.1;-1004.94;284.636;302.513;0
237;1;0.281;15.6072;-0.839647;-324.632;-809.295;27482.7;-995.15;284.658;302.493;0
237;2;0.282;15.5396;-0.784238;-323.475;-801.25;27390;-983.316;284.674;302.477;0
237;3;0.283;15.4606;-0.726827;-322.351;-794.836;27298.2;-969.452;284.685;302.466;0
237;4;0.284;15.3696;-0.667372;-321.262;-790.309;27207.5;-953.576;284.69;302.46;0
237;5;0.285;15.2662;-0.605839;-320.21;-787.921;27118;-935.717;284.688;302.461;0
237;6;0.286;15.15;-0.542206;-319.197;-787.914;27029.8;-915.907;284.681;302.468;0
237;7;0.287;15.0206;-0.476459;-318.225;-790.517;26943.2;-894.19;284.667;302.484;0
237;8;0.288;14.8778;-0.408595;-317.295;-795.95;26858.1;-870.613;284.647;302.509;0
237;9;0.289;14.7213;-0.338623;-316.409;-804.415;26774.9;-845.234;284.621;302.542;0
238;0;0.29;14.5508;-0.266562;-315.569;-816.101;26693.5;-818.118;284.589;302.586;0
238;1;0.291;14.366;-0.192446;-314.775;-831.177;26614.3;-789.336;284.55;302.641;0
238;2;0.292;14.167;-0.116317;-314.029;-849.791;26537.3;-758.966;284.506;302.706;0
238;3;0.293;13.9535;-0.038232;-313.334;-872.075;26462.6;-727.097;284.455;302.783;0
238;4;0.294;13.7256;0.041739;-312.689;-898.134;26390.4;-693.819;284.398;302.872;0
238;5;0.295;13.4831;0.123518;-312.096;-928.054;26320.8;-659.234;284.336;302.974;0
238;6;0.296;13.2263;0.207012;-311.556;-961.896;26253.9;-623.448;284.267;303.087;0
238;7;0.297;12.9551;0.292118;-311.069;-999.697;26189.8;-586.573;284.193;303.214;0
238;8;0.298;12.6698;0.378723;-310.637;-1041.47;26128.7;-548.728;284.113;303.353;0
238;9;0.299;12.3706;0.466703;-310.26;-1087.21;26070.6;-510.036;284.028;303.504;0
239;0;0.3;12.0577;0.555927;-309.939;-1136.87;26015.6;-470.625;283.938;303.668;0
239;1;0.301;11.7316;0.646255;-309.674;-1190.39;25963.8;-430.627;283.842;303.844;0
239;2;0.302;11.3925;0.737539;-309.465;-1247.71;25915.3;-390.178;283.742;304.032;0
239;3;0.303;11.0409;0.829627;-309.312;-1308.71;25870;-349.417;283.637;304.231;0
239;4;0.304;10.6773;0.922362;-309.215;-1373.27;25828.2;-308.482;283.528;304.441;0
239;5;0.305;10.3022;1.01558;-309.175;-1441.25;25789.7;-267.517;283.415;304.662;0
239;6;0.306;9.91628;1.10913;-309.19;-1512.48;25754.7;-226.662;283.297;304.892;0
239;7;0.307;9.52013;1.20283;-309.26;-1586.79;25723.1;-186.059;283.176;305.131;0
239;8;0.308;9.11444;1.29652;-309.385;-1663.99;25695;-145.848;283.052;305.378;0
239;9;0.309;8.69993;1.39005;-309.564;-1743.88;25670.4;-106.169;282.924;305.633;0
240;0;0.31;8.27738;1.48325;-309.796;-1826.24;25649.3;-67.1574;282.794;305.895;0
240;1;0.311;7.84759;1.57597;-310.08;-1910.86;25631.6;-28.945;282.661;306.162;0
240;2;0.312;7.41142;1.66806;-310.414;-1997.51;25617.3;8.33936;282.526;306.435;0
240;3;0.313;6.96974;1.75938;-310.798;-2085.96;25606.4;44.572;282.389;306.712;0
240;4;0.314;6.52348;1.84979;-311.229;-2176;25598.8;79.6345;282.251;306.992;0
240;5;0.315;6.07356;1.93916;-311.707;-2267.38;25594.5;113.415;282.111;307.274;0
240;6;0.316;5.62098;2.02739;-312.228;-2359.9;25593.4;145.808;281.97;307.558;0
240;7;0.317;5.16671;2.11437;-312.792;-2453.34;25595.3;176.715;281.829;307.843;0
240;8;0.318;4.7118;2.2;-313.396;-2547.49;25600.3;206.045;281.687;308.129;0
240;9;0.319;4.25727;2.28423;-314.038;-2642.16;25608.2;233.719;281.545;308.414;0
241;0;0.32;3.80418;2.36698;-314.716;-2737.17;25618.8;259.662;281.403;308.697;0
241;1;0.321;3.35361;2.44822;-315.426;-2832.35;25632;283.811;281.262;308.979;0
241;2;0.322;2.90664;2.52791;-316.167;-2927.55;25647.8;306.115;281.121;309.26;0
241;3;0.323;2.46436;2.60606;-316.935;-3022.63;25665.9;326.53;280.982;309.537;0
241;4;0.324;2.02787;2.68268;-317.727;-3117.46;25686.2;345.026;280.844;309.812;0
241;5;0.325;1.59828;2.75779;-318.542;-3211.95;25708.5;361.582;280.707;310.083;0
241;6;0.326;1.17667;2.83145;-319.375;-3306.01;25732.7;376.191;280.572;310.352;0
241;7;0.327;0.764139;2.90373;-320.224;-3399.55;25758.5;388.855;280.439;310.616;0
241;8;0.328;0.361765;2.97471;-321.085;-3492.51;25785.9;399.59;280.309;310.877;0
241;9;0.329;-0.029391;3.04449;-321.956;-3584.86;25814.6;408.422;280.18;311.135;0
242;0;0.33;-0.408286;3.1132;-322.833;-3676.54;25844.4;415.392;280.055;311.388;0
242;1;0.331;-0.773908;3.18096;-323.713;-3767.53;25875.1;420.547;279.932;311.638;0
242;2;0.332;-1.12527;3.24791;-324.594;-3857.8;25906.7;423.949;279.813;311.885;0
242;3;0.333;-1.46144;3.3142;-325.473;-3947.33;25938.9;425.67;279.696;312.128;0
242;4;0.334;-1.78152;3.37999;-326.346;-4036.12;25971.5;425.789;279.583;312.368;0
242;5;0.335;-2.08465;3.44543;-327.211;-4124.12;26004.4;424.397;279.473;312.604;0
242;6;0.336;-2.37006;3.51067;-328.066;-4211.33;26037.5;421.59;279.367;312.837;0
242;7;0.337;-2.63701;3.57588;-328.908;-4297.71;26070.5;417.473;279.264;313.067;0
242;8;0.338;-2.88485;3.64118;-329.735;-4383.22;26103.4;412.157;279.165;313.293;0
242;9;0.339;-3.11299;3.70672;-330.544;-4467.81;26136.1;405.755;279.07;313.517;0
243;0;0.34;-3.32094;3.7726;-331.334;-4551.42;26168.4;398.387;278.979;313.737;0
243;1;0.341;-3.50827;3.83893;-332.103;-4633.97;26200.2;390.173;278.892;313.953;0
243;2;0.342;-3.67466;3.90578;-332.85;-4715.36;26231.4;381.235;278.808;314.167;0
243;3;0.343;-3.81987;3.97321;-333.573;-4795.48;26262;371.696;278.729;314.376;0
243;4;0.344;-3.94377;4.04125;-334.271;-4874.19;26291.9;361.676;278.654;314.582;0
243;5;0.345;-4.04631;4.10991;-334.944;-4951.35;26320.9;351.294;278.583;314.783;0
243;6;0.346;-4.12754;4.17916;-335.59;-5026.77;26349.2;340.665;278.516;314.979;0
243;7;0.347;-4.18764;4.24898;-336.209;-5100.27;26376.7;329.899;278.453;315.17;0
243;8;0.348;-4.22685;4.31927;-336.801;-5171.64;26403.3;319.102;278.394;315.355;0
243;9;0.349;-4.24556;4.38995;-337.366;-5240.64;26429;308.373;278.339;315.534;0
244;0;0.35;-4.24423;4.4609;-337.903;-5307.05;26453.8;297.805;278.288;315.706;0
244;1;0.351;-4.22342;4.53197;-338.414;-5370.59;26477.8;287.481;278.241;315.87;0
244;2;0.352;-4.18381;4.603;-338.898;-5431.02;26500.9;277.479;278.197;316.026;0
244;3;0.353;-4.12615;4.6738;-339.356;-5488.06;26523.3;267.868;278.158;316.172;0
244;4;0.354;-4.0513;4.74419;-339.789;-5541.43;26544.8;258.706;278.121;316.308;0
244;5;0.355;-3.9602;4.81395;-340.198;-5590.88;26565.6;250.045;278.089;316.434;0
244;6;0.356;-3.85386;4.88286;-340.583;-5636.14;26585.8;241.928;278.06;316.548;0
244;7;0.357;-3.73339;4.95071;-340.947;-5676.97;26605.3;234.387;278.034;316.651;0
244;8;0.358;-3.59995;5.01728;-341.289;-5713.15;26624.2;227.448;278.011;316.74;0
244;9;0.359;-3.45477;5.08236;-341.612;-5744.46;26642.6;221.129;277.991;316.816;0
245;0;0.36;-3.29911;5.14573;-341.916;-5770.73;26660.5;215.44;277.974;316.878;0
245;1;0.361;-3.13431;5.20721;-342.204;-5791.84;26678.1;210.385;277.96;316.925;0
245;2;0.362;-2.9617;5.26663;-342.476;-5807.67;26695.3;205.962;277.948;316.958;0
245;3;0.363;-2.78268;5.32384;-342.735;-5818.19;26712.2;202.163;277.938;316.976;0
245;4;0.364;-2.59865;5.37872;-342.981;-5823.37;26728.8;198.979;277.931;316.979;0
245;5;0.365;-2.41099;5.43118;-343.216;-5823.28;26745.3;196.394;277.926;316.967;0
245;6;0.366;-2.22111;5.48115;-343.441;-5818.01;26761.7;194.395;277.922;316.94;0
245;7;0.367;-2.0304;5.52861;-343.659;-5807.72;26777.9;192.964;277.92;316.9;0
245;8;0.368;-1.84022;5.57356;-343.87;-5792.61;26794.1;192.086;277.919;316.845;0
245;9;0.369;-1.65191;5.61606;-344.075;-5772.97;26810.2;191.745;277.92;316.778;0
246;0;0.37;-1.46678;5.6562;-344.277;-5749.12;26826.3;191.928;277.921;316.699;0
246;1;0.371;-1.28608;5.69408;-344.476;-5721.45;26842.4;192.624;277.923;316.609;0
246;2;0.372;-1.11102;5.72986;-344.673;-5690.37;26858.5;193.826;277.925;316.51;0
246;3;0.373;-0.94275;5.76373;-344.87;-5656.38;26874.7;195.531;277.927;316.402;0
246;4;0.374;-0.782359;5.7959;-345.067;-5620;26890.9;197.74;277.929;316.287;0
246;5;0.375;-0.630868;5.82663;-345.267;-5581.8;26907.1;200.456;277.931;316.167;0
246;6;0.376;-0.489223;5.85616;-345.469;-5542.35;26923.4;203.691;277.933;316.043;0
246;7;0.377;-0.358294;5.88479;-345.674;-5502.28;26939.7;207.459;277.934;315.918;0
246;8;0.378;-0.23887;5.91281;-345.884;-5462.22;26956;211.777;277.934;315.792;0
246;9;0.379;-0.131655;5.94053;-346.099;-5422.81;26972.3;216.67;277.932;315.668;0
247;0;0.38;-0.037265;5.96824;-346.321;-5384.69;26988.7;222.163;277.93;315.548;0
247;1;0.381;0.043773;5.99625;-346.549;-5348.48;27005.1;228.287;277.926;315.434;0
247;2;0.382;0.111025;6.02485;-346.784;-5314.79;27021.5;235.074;277.92;315.326;0
247;3;0.383;0.16415;6.05432;-347.027;-5284.2;27037.9;242.558;277.913;315.227;0
247;4;0.384;0.2029;6.08491;-347.278;-5257.26;27054.3;250.776;277.904;315.138;0
247;5;0.385;0.227125;6.11684;-347.539;-5234.47;27070.8;259.761;277.893;315.062;0
247;6;0.386;0.236765;6.15032;-347.809;-5216.26;27087.2;269.548;277.88;314.998;0
247;7;0.387;0.231858;6.1855;-348.088;-5203.03;27103.7;280.17;277.864;314.947;0
247;8;0.388;0.212533;6.22248;-348.377;-5195.1;27120.1;291.657;277.847;314.912;0
247;9;0.389;0.179008;6.26135;-348.677;-5192.7;27136.6;304.032;277.827;314.893;0
248;0;0.39;0.131591;6.30213;-348.987;-5196.03;27153.1;317.316;277.806;314.889;0
248;1;0.391;0.070675;6.34477;-349.307;-5205.17;27169.6;331.523;277.782;314.901;0
248;2;0.392;-0.003267;6.38921;-349.637;-5220.12;27186.1;346.659;277.755;314.93;0
248;3;0.393;-0.089686;6.43531;-349.978;-5240.83;27202.7;362.721;277.727;314.975;0
248;4;0.394;-0.18796;6.48288;-350.329;-5267.15;27219.3;379.699;277.696;315.035;0
248;5;0.395;-0.297403;6.5317;-350.69;-5298.85;27235.9;397.57;277.664;315.11;0
248;6;0.396;-0.417265;6.58149;-351.061;-5335.61;27252.6;416.305;277.629;315.199;0
248;7;0.397;-0.546745;6.63193;-351.442;-5377.07;27269.4;435.859;277.593;315.3;0
248;8;0.398;-0.684993;6.68265;-351.832;-5422.77;27286.2;456.18;277.555;315.413;0
248;9;0.399;-0.831118;6.73328;-352.232;-5472.22;27303.1;477.201;277.515;315.536;0
249;0;0.4;-0.984195;6.78338;-352.641;-5524.84;27320.1;498.846;277.473;315.667;0
249;1;0.401;-1.14327;6.83251;-353.059;-5580.02;27337.2;521.027;277.43;315.805;0
249;2;0.402;-1.30738;6.88023;-353.485;-5637.13;27354.5;543.644;277.385;315.947;0
249;3;0.403;-1.47552;6.92605;-353.92;-5695.48;27371.9;566.588;277.339;316.093;0
249;4;0.404;-1.64671;6.96952;-354.363;-5754.36;27389.6;589.739;277.293;316.239;0
249;5;0.405;-1.81995;7.01015;-354.813;-5813.07;27407.4;612.969;277.245;316.384;0
249;6;0.406;-1.99426;7.04751;-355.271;-5870.9;27425.5;636.143;277.196;316.525;0
249;7;0.407;-2.16865;7.08115;-355.737;-5927.14;27443.9;659.12;277.147;316.662;0
249;8;0.408;-2.34218;7.11065;-356.209;-5981.1;27462.5;681.751;277.096;316.791;0
249;9;0.409;-2.5139;7.13563;-356.688;-6032.11;27481.4;703.886;277.046;316.911;0
250;0;0.41;-2.6829;7.15574;-357.172;-6079.56;27500.6;725.373;276.995;317.021;0
250;1;0.411;-2.84832;7.17067;-357.662;-6122.84;27520.1;746.059;276.944;317.119;0
250;2;0.412;-3.0093;7.18014;-358.156;-6161.43;27539.9;765.793;276.893;317.203;0
250;3;0.413;-3.16504;7.18393;-358.654;-6194.84;27559.9;784.425;276.843;317.272;0
250;4;0.414;-3.31478;7.18187;-359.156;-6222.66;27580.2;801.813;276.792;317.326;0
250;5;0.415;-3.45782;7.17383;-359.659;-6244.54;27600.7;817.818;276.741;317.362;0
250;6;0.416;-3.59348;7.15974;-360.163;-6260.19;27621.4;832.311;276.691;317.382;0
250;7;0.417;-3.72115;7.13959;-360.667;-6269.42;27642.1;845.169;276.642;317.383;0
250;8;0.418;-3.84027;7.1134;-361.17;-6272.08;27662.8;856.284;276.592;317.366;0
250;9;0.419;-3.95032;7.08127;-361.669;-6268.12;27683.5;865.555;276.544;317.331;0
251;0;0.42;-4.05085;7.04332;-362.164;-6257.55;27704;872.898;276.496;317.278;0
251;1;0.421;-4.14145;6.99973;-362.653;-6240.47;27724.2;878.241;276.448;317.208;0
251;2;0.422;-4.22179;6.95073;-363.134;-6217.02;27744;881.528;276.402;317.12;0
251;3;0.423;-4.29157;6.89659;-363.606;-6187.44;27763.3;882.717;276.355;317.017;0
251;4;0.424;-4.35054;6.83761;-364.067;-6152;27781.9;881.784;276.31;316.898;0
251;5;0.425;-4.39854;6.77413;-364.516;-6111.03;27799.8;878.722;276.265;316.765;0
251;6;0.426;-4.43542;6.7065;-364.95;-6064.91;27816.7;873.539;276.221;316.618;0
251;7;0.427;-4.4611;6.63513;-365.367;-6014.07;27832.6;866.261;276.177;316.46;0
251;8;0.428;-4.47555;6.56041;-365.767;-5958.93;27847.3;856.934;276.134;316.292;0
251;9;0.429;-4.47878;6.48277;-366.148;-5899.99;27860.7;845.616;276.091;316.114;0
252;0;0.43;-4.47085;6.40264;-366.507;-5837.72;27872.6;832.383;276.049;315.928;0
252;1;0.431;-4.45185;6.32046;-366.845;-5772.6;27882.9;817.328;276.007;315.736;0
252;2;0.432;-4.42191;6.23665;-367.158;-5705.13;27891.4;800.556;275.966;315.539;0
252;3;0.433;-4.38121;6.15165;-367.446;-5635.77;27898.2;782.185;275.924;315.338;0
252;4;0.434;-4.32994;6.06586;-367.708;-5564.98;27903;762.347;275.883;315.134;0
252;5;0.435;-4.26833;5.97969;-367.943;-5493.18;27905.7;741.183;275.842;314.929;0
252;6;0.436;-4.19665;5.8935;-368.149;-5420.77;27906.2;718.843;275.801;314.724;0
252;7;0.437;-4.11517;5.80765;-368.325;-5348.09;27904.5;695.486;275.76;314.52;0
252;8;0.438;-4.0242;5.72245;-368.471;-5275.44;27900.3;671.273;275.719;314.317;0
252;9;0.439;-3.92405;5.6382;-368.586;-5203.09;27893.8;646.372;275.678;314.116;0
253;0;0.44;-3.81508;5.55512;-368.67;-5131.23;27884.8;620.949;275.636;313.918;0
253;1;0.441;-3.69762;5.47344;-368.721;-5060.01;27873.1;595.174;275.594;313.723;0
253;2;0.442;-3.57204;5.39332;-368.739;-4989.53;27858.9;569.212;275.552;313.531;0
253;3;0.443;-3.43871;5.31488;-368.725;-4919.82;27841.9;543.224;275.509;313.343;0
253;4;0.444;-3.29803;5.23821;-368.678;-4850.85;27822.3;517.365;275.465;313.157;0
253;5;0.445;-3.15036;5.16335;-368.598;-4782.55;27799.9;491.785;275.421;312.975;0
253;6;0.446;-2.99612;5.0903;-368.485;-4714.8;27774.7;466.624;275.376;312.795;0
253;7;0.447;-2.83568;5.01903;-368.339;-4647.43;27746.8;442.009;275.33;312.617;0
253;8;0.448;-2.66944;4.94945;-368.161;-4580.22;27716.2;418.061;275.283;312.441;0
253;9;0.449;-2.4978;4.88147;-367.952;-4512.93;27682.8;394.883;275.235;312.265;0
254;0;0.45;-2.32114;4.81494;-367.711;-4445.26;27646.8;372.57;275.186;312.089;0
254;1;0.451;-2.13985;4.7497;-367.441;-4376.92;27608.1;351.198;275.136;311.912;0
254;2;0.452;-1.95432;4.68556;-367.141;-4307.59;27566.8;330.834;275.085;311.733;0
254;3;0.453;-1.7649;4.62232;-366.814;-4236.92;27523.1;311.526;275.033;311.551;0
254;4;0.454;-1.57197;4.55976;-366.459;-4164.59;27476.9;293.309;274.979;311.364;0
254;5;0.455;-1.37588;4.49764;-366.08;-4090.27;27428.4;276.204;274.925;311.173;0
254;6;0.456;-1.17698;4.43574;-365.677;-4013.63;27377.7;260.217;274.869;310.976;0
254;7;0.457;-0.975609;4.37381;-365.253;-3934.38;27324.9;245.34;274.811;310.772;0
254;8;0.458;-0.772084;4.31163;-364.808;-3852.26;27270.2;231.55;274.752;310.56;0
254;9;0.459;-0.566721;4.24895;-364.344;-3767.01;27213.7;218.814;274.692;310.339;0
255;0;0.46;-0.359821;4.18556;-363.865;-3678.46;27155.5;207.086;274.631;310.109;0
255;1;0.461;-0.151673;4.12127;-363.371;-3586.44;27095.8;196.307;274.568;309.87;0
255;2;0.462;0.057446;4.05587;-362.865;-3490.87;27034.8;186.412;274.504;309.62;0
255;3;0.463;0.26727;3.98921;-362.349;-3391.71;26972.5;177.325;274.438;309.36;0
255;4;0.464;0.477546;3.92113;-361.826;-3288.97;26909.3;168.963;274.371;309.09;0
255;5;0.465;0.688033;3.85151;-361.297;-3182.73;26845.3;161.236;274.303;308.809;0
255;6;0.466;0.8985;3.78026;-360.764;-3073.14;26780.5;154.051;274.233;308.518;0
255;7;0.467;1.10873;3.70731;-360.231;-2960.41;26715.3;147.311;274.162;308.218;0
255;8;0.468;1.31851;3.6326;-359.699;-2844.8;26649.8;140.915;274.089;307.909;0
255;9;0.469;1.52766;3.55612;-359.171;-2726.64;26584;134.764;274.015;307.591;0
256;0;0.47;1.73598;3.47788;-358.648;-2606.32;26518.4;128.757;273.94;307.267;0
256;1;0.471;1.9433;3.39791;-358.134;-2484.26;26452.9;122.796;273.863;306.937;0
256;2;0.472;2.14946;3.31626;-357.63;-2360.96;26387.7;116.785;273.785;306.602;0
256;3;0.473;2.35431;3.23301;-357.138;-2236.93;26323.1;110.632;273.706;306.264;0
256;4;0.474;2.55772;3.14825;-356.662;-2112.74;26259.2;104.252;273.625;305.924;0
256;5;0.475;2.75955;3.06211;-356.202;-1988.96;26196.1;97.5625;273.543;305.584;0
256;6;0.476;2.9597;2.97469;-355.762;-1866.2;26133.9;90.4902;273.459;305.246;0
256;7;0.477;3.15807;2.88613;-355.343;-1745.07;26072.9;82.9688;273.374;304.911;0
256;8;0.478;3.35458;2.79659;-354.947;-1626.17;26013.2;74.94;273.288;304.581;0
256;9;0.479;3.54915;2.70619;-354.576;-1510.11;25954.9;66.3547;273.2;304.259;0
257;0;0.48;3.74173;2.61509;-354.232;-1397.48;25898.1;57.1726;273.111;303.945;0
257;1;0.481;3.93228;2.52342;-353.917;-1288.85;25843;47.3629;273.02;303.642;0
257;2;0.482;4.12078;2.43132;-353.633;-1184.73;25789.7;36.9041;272.928;303.35;0
257;3;0.483;4.30723;2.33891;-353.381;-1085.62;25738.3;25.7841;272.834;303.072;0
257;4;0.484;4.49162;2.2463;-353.163;-991.968;25688.9;13.9999;272.74;302.809;0
257;5;0.485;4.67398;2.15359;-352.979;-904.154;25641.7;1.55698;272.644;302.562;0
257;6;0.486;4.85436;2.06084;-352.832;-822.511;25596.6;-11.5306;272.546;302.331;0
257;7;0.487;5.0328;1.96814;-352.723;-747.306;25553.8;-25.2414;272.447;302.119;0
257;8;0.488;5.20937;1.8755;-352.651;-678.74;25513.3;-39.5467;272.347;301.925;0
257;9;0.489;5.38416;1.78295;-352.619;-616.944;25475.3;-54.4117;272.246;301.75;0
258;0;0.49;5.55726;1.69049;-352.628;-561.979;25439.7;-69.7957;272.143;301.594;0
258;1;0.491;5.72877;1.5981;-352.676;-513.838;25406.7;-85.6536;272.04;301.457;0
258;2;0.492;5.89882;1.50573;-352.766;-472.443;25376.2;-101.936;271.935;301.339;0
258;3;0.493;6.06751;1.41333;-352.897;-437.65;25348.3;-118.591;271.829;301.24;0
258;4;0.494;6.235;1.32082;-353.07;-409.252;25323;-135.564;271.722;301.159;0
258;5;0.495;6.40141;1.22811;-353.286;-386.986;25300.3;-152.799;271.614;301.095;0
258;6;0.496;6.56687;1.1351;-353.543;-370.532;25280.3;-170.239;271.506;301.048;0
258;7;0.497;6.73154;1.04168;-353.843;-359.528;25263;-187.828;271.396;301.016;0
258;8;0.498;6.89556;0.947744;-354.185;-353.57;25248.4;-205.511;271.286;300.998;0
258;9;0.499;7.05905;0.853173;-354.57;-352.224;25236.4;-223.234;271.175;300.993;0
259;0;0.5;7.22216;0.757853;-354.997;-355.03;25227.2;-240.945;271.063;301;0
259;1;0.501;7.385;0.661676;-355.467;-361.514;25220.7;-258.595;270.951;301.017;0
259;2;0.502;7.54771;0.56454;-355.979;-371.195;25216.9;-276.141;270.838;301.043;0
259;3;0.503;7.71038;0.466357;-356.533;-383.593;25215.8;-293.539;270.725;301.076;0
259;4;0.504;7.87311;0.367053;-357.13;-398.238;25217.5;-310.754;270.611;301.115;0
259;5;0.505;8.03599;0.266571;-357.769;-414.676;25221.9;-327.751;270.498;301.159;0
259;6;0.506;8.19908;0.164876;-358.451;-432.48;25229.1;-344.505;270.384;301.207;0
259;7;0.507;8.36244;0.061953;-359.174;-451.255;25239;-360.99;270.27;301.256;0
259;8;0.508;8.52611;-0.042186;-359.94;-470.643;25251.8;-377.189;270.156;301.308;0
259;9;0.509;8.69011;-0.147502;-360.747;-490.33;25267.2;-393.086;270.041;301.359;0
260;0;0.51;8.85444;-0.253929;-361.596;-510.054;25285.5;-408.673;269.927;301.411;0
260;1;0.511;9.01909;-0.361374;-362.487;-529.602;25306.5;-423.942;269.814;301.461;0
260;2;0.512;9.18403;-0.469712;-363.42;-548.818;25330.3;-438.892;269.7;301.51;0
260;3;0.513;9.34921;-0.57879;-364.393;-567.605;25356.8;-453.523;269.586;301.558;0
260;4;0.514;9.51456;-0.688428;-365.407;-585.92;25386;-467.838;269.473;301.603;0
260;5;0.515;9.68;-0.798414;-366.461;-603.783;25417.9;-481.842;269.36;301.648;0
260;6;0.516;9.84542;-0.908516;-367.554;-621.265;25452.3;-495.543;269.248;301.69;0
260;7;0.517;10.0107;-1.01847;-368.687;-638.497;25489.4;-508.949;269.136;301.732;0
260;8;0.518;10.1757;-1.128;-369.857;-655.654;25528.9;-522.069;269.024;301.773;0
260;9;0.519;10.3403;-1.2368;-371.065;-672.964;25570.9;-534.913;268.912;301.814;0
261;0;0.52;10.5043;-1.34455;-372.309;-690.692;25615.2;-547.488;268.801;301.855;0
261;1;0.521;10.6675;-1.45092;-373.588;-709.142;25661.7;-559.803;268.69;301.898;0
261;2;0.522;10.8297;-1.55556;-374.902;-728.644;25710.4;-571.865;268.579;301.944;0
261;3;0.523;10.9908;-1.65811;-376.248;-749.553;25761;-583.676;268.468;301.992;0
261;4;0.524;11.1505;-1.75823;-377.625;-772.24;25813.5;-595.24;268.358;302.045;0
261;5;0.525;11.3086;-1.85555;-379.033;-797.082;25867.8;-606.553;268.247;302.103;0
261;6;0.526;11.4649;-1.9497;-380.469;-824.457;25923.6;-617.611;268.136;302.167;0
261;7;0.527;11.6192;-2.04033;-381.931;-854.736;25980.9;-628.401;268.025;302.238;0
261;8;0.528;11.7712;-2.12708;-383.419;-888.274;26039.4;-638.909;267.914;302.317;0
261;9;0.529;11.9208;-2.20962;-384.931;-925.406;26099.1;-649.112;267.802;302.404;0
262;0;0.53;12.0678;-2.2876;-386.463;-966.435;26159.7;-658.983;267.69;302.501;0
262;1;0.531;12.2119;-2.36071;-388.016;-1011.63;26221;-668.488;267.577;302.607;0
262;2;0.532;12.3531;-2.42864;-389.586;-1061.22;26283;-677.584;267.464;302.724;0
262;3;0.533;12.4911;-2.49109;-391.172;-1115.39;26345.3;-686.222;267.35;302.851;0
262;4;0.534;12.6259;-2.54781;-392.771;-1174.27;26407.8;-694.346;267.235;302.99;0
262;5;0.535;12.7573;-2.59853;-394.382;-1237.93;26470.4;-701.892;267.119;303.139;0
262;6;0.536;12.8851;-2.64303;-396.002;-1306.4;26532.8;-708.789;267.002;303.299;0
262;7;0.537;13.0095;-2.68108;-397.63;-1379.64;26594.8;-714.957;266.883;303.47;0
262;8;0.538;13.1302;-2.7125;-399.262;-1457.54;26656.3;-720.313;266.764;303.651;0
262;9;0.539;13.2474;-2.73712;-400.898;-1539.96;26717;-724.763;266.643;303.841;0
263;0;0.54;13.3609;-2.7548;-402.534;-1626.67;26776.8;-728.213;266.521;304.041;0
263;1;0.541;13.4709;-2.76539;-404.168;-1717.41;26835.4;-730.56;266.397;304.249;0
263;2;0.542;13.5775;-2.7688;-405.799;-1811.84;26892.8;-731.699;266.271;304.465;0
263;3;0.543;13.6807;-2.76495;-407.425;-1909.58;26948.7;-731.524;266.144;304.687;0
263;4;0.544;13.7806;-2.75376;-409.042;-2010.22;27002.9;-729.926;266.015;304.914;0
263;5;0.545;13.8775;-2.73519;-410.65;-2113.28;27055.3;-726.797;265.884;305.146;0
