Devices
1000
		Imported Bertec Force Plate #1 - Force			Imported Bertec Force Plate #1 - Moment			Imported Bertec Force Plate #1 - CoP			
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
275	1	30.479	7.84051	-608.116	-1094.18	12414.2	-19.0675	220.414	301.799	0
275	2	30.2546	7.74126	-610.742	-1038.27	12078	-61.5639	219.776	301.7	0
275	3	30.0239	7.6343	-613.373	-981.29	11740.5	-104.988	219.141	301.6	0
275	4	29.7875	7.51966	-616.007	-923.219	11401.9	-149.278	218.509	301.499	0
275	5	29.5461	7.39738	-618.644	-864.037	11062.4	-194.368	217.882	301.397	0
275	6	29.3004	7.26752	-621.281	-803.729	10722.1	-240.192	217.258	301.294	0
275	7	29.0513	7.13015	-623.919	-742.282	10381.2	-286.68	216.639	301.19	0
275	8	28.7994	6.98536	-626.556	-679.691	10039.7	-333.761	216.024	301.085	0
275	9	28.5457	6.83324	-629.191	-615.951	9697.73	-381.366	215.413	300.979	0
276	0	28.2909	6.67392	-631.822	-551.061	9355.51	-429.421	214.807	300.872	0
276	1	28.0359	6.50752	-634.449	-485.021	9013.1	-477.855	214.206	300.764	0
276	2	27.7815	6.33421	-637.07	-417.835	8670.61	-526.596	213.61	300.656	0
276	3	27.5285	6.15415	-639.684	-349.506	8328.14	-575.572	213.019	300.546	0
276	4	27.2779	5.96753	-642.29	-280.04	7985.77	-624.713	212.433	300.436	0
276	5	27.0305	5.77456	-644.888	-209.443	7643.6	-673.95	211.853	300.325	0
276	6	26.7871	5.57547	-647.476	-137.721	7301.72	-723.216	211.277	300.213	0
276	7	26.5485	5.3705	-650.054	-64.8803	6960.2	-772.444	210.707	300.1	0
276	8	26.3155	5.15993	-652.621	9.07239	6619.11	-821.573	210.142	299.986	0
276	9	26.0889	4.94405	-655.176	84.1318	6278.52	-870.541	209.583	299.872	0
277	0	25.8694	4.72316	-657.72	160.293	5938.48	-919.29	209.029	299.756	0
277	1	25.6577	4.49761	-660.251	237.553	5599.05	-967.765	208.48	299.64	0
277	2	25.4546	4.26774	-662.77	315.91	5260.27	-1015.91	207.937	299.523	0
277	3	25.2605	4.03393	-665.277	395.362	4922.17	-1063.68	207.399	299.406	0
277	4	25.076	3.79658	-667.771	475.911	4584.79	-1111.03	206.866	299.287	0
277	5	24.9017	3.5561	-670.252	557.559	4248.12	-1157.92	206.338	299.168	0
277	6	24.7381	3.31293	-672.722	640.311	3912.19	-1204.29	205.815	299.048	0
277	7	24.5853	3.06753	-675.179	724.173	3576.98	-1250.12	205.298	298.927	0
277	8	24.4439	2.82038	-677.625	809.151	3242.48	-1295.37	204.785	298.806	0
277	9	24.314	2.57198	-680.059	895.256	2908.67	-1340	204.277	298.684	0
278	0	24.1958	2.32284	-682.484	982.497	2575.51	-1383.98	203.774	298.56	0
278	1	24.0893	2.07352	-684.898	1070.89	2242.95	-1427.28	203.275	298.436	0
278	2	23.9945	1.82455	-687.303	1160.43	1910.95	-1469.87	202.78	298.312	0
278	3	23.9114	1.57652	-689.7	1251.15	1579.42	-1511.72	202.29	298.186	0
278	4	23.8397	1.33001	-692.089	1343.05	1248.3	-1552.79	201.804	298.059	0
278	5	23.7792	1.08563	-694.472	1436.14	917.512	-1593.07	201.321	297.932	0
278	6	23.7294	0.843989	-696.849	1530.43	586.952	-1632.52	200.842	297.804	0
278	7	23.69	0.605709	-699.222	1625.91	256.525	-1671.12	200.367	297.675	0
278	8	23.6603	0.371416	-701.591	1722.6	-73.8758	-1708.84	199.895	297.545	0
278	9	23.6397	0.141742	-703.958	1820.48	-404.362	-1745.66	199.426	297.414	0
279	0	23.6274	-0.0826848	-706.324	1919.56	-735.051	-1781.54	198.959	297.282	0
279	1	23.6227	-0.301238	-708.691	2019.8	-1066.06	-1816.46	198.496	297.15	0
279	2	23.6247	-0.513299	-711.058	2121.2	-1397.53	-1850.39	198.035	297.017	0
279	3	23.6322	-0.718261	-713.429	2223.73	-1729.58	-1883.32	197.576	296.883	0
279	4	23.6444	-0.915534	-715.803	2327.34	-2062.33	-1915.21	197.119	296.749	0
279	5	23.6601	-1.10454	-718.182	2432.01	-2395.93	-1946.04	196.664	296.614	0
279	6	23.6781	-1.28474	-720.569	2537.68	-2730.52	-1975.78	196.211	296.478	0
279	7	23.6972	-1.45561	-722.962	2644.31	-3066.21	-2004.41	195.759	296.342	0
279	8	23.7162	-1.61666	-725.365	2751.82	-3403.16	-2031.92	195.308	296.206	0
279	9	23.7337	-1.76743	-727.778	2860.15	-3741.49	-2058.27	194.859	296.07	0
280	0	23.7484	-1.90751	-730.202	2969.22	-4081.33	-2083.44	194.411	295.934	0
280	1	23.759	-2.03653	-732.638	3078.96	-4422.83	-2107.43	193.963	295.797	0
280	2	23.7641	-2.15416	-735.088	3189.28	-4766.1	-2130.2	193.516	295.661	0
280	3	23.7624	-2.26012	-737.552	3300.09	-5111.28	-2151.75	193.07	295.526	0
280	4	23.7525	-2.35418	-740.031	3411.28	-5458.49	-2172.06	192.624	295.39	0
280	5	23.7331	-2.43617	-742.526	3522.77	-5807.84	-2191.12	192.178	295.256	0
280	6	23.7028	-2.50597	-745.038	3634.44	-6159.46	-2208.92	191.733	295.122	0
280	7	23.6603	-2.56351	-747.568	3746.17	-6513.45	-2225.45	191.287	294.989	0
280	8	23.6044	-2.60877	-750.115	3857.87	-6869.92	-2240.71	190.842	294.857	0
280	9	23.5338	-2.6418	-752.682	3969.4	-7228.96	-2254.7	190.396	294.726	0
281	0	23.4473	-2.66268	-755.267	4080.66	-7590.67	-2267.41	189.95	294.597	0
281	1	23.3438	-2.67158	-757.872	4191.5	-7955.14	-2278.86	189.503	294.469	0
281	2	23.2221	-2.66869	-760.497	4301.81	-8322.44	-2289.04	189.057	294.343	0
281	3	23.0812	-2.65426	-763.142	4411.46	-8692.65	-2297.98	188.609	294.219	0
281	4	22.92	-2.62858	-765.807	4520.31	-9065.83	-2305.67	188.162	294.097	0
281	5	22.7376	-2.59199	-768.493	4628.22	-9442.04	-2312.14	187.714	293.978	0
281	6	22.5332	-2.54487	-771.2	4735.07	-9821.34	-2317.4	187.265	293.86	0
281	7	22.3058	-2.48764	-773.927	4840.72	-10203.8	-2321.47	186.816	293.745	0
281	8	22.0547	-2.42075	-776.675	4945.02	-10589.4	-2324.38	186.366	293.633	0
281	9	21.7791	-2.34467	-779.444	5047.85	-10978.2	-2326.14	185.915	293.524	0
282	0	21.4785	-2.25991	-782.233	5149.06	-11370.2	-2326.77	185.464	293.417	0
282	1	21.1521	-2.16699	-785.043	5248.54	-11765.5	-2326.31	185.013	293.314	0
282	2	20.7996	-2.06644	-787.872	5346.14	-12164	-2324.78	184.561	293.214	0
282	3	20.4205	-1.95884	-790.721	5441.76	-12565.9	-2322.19	184.108	293.118	0
282	4	20.0143	-1.84474	-793.588	5535.25	-12971	-2318.57	183.655	293.025	0
282	5	19.5807	-1.72471	-796.475	5626.52	-13379.4	-2313.95	183.202	292.936	0
282	6	19.1196	-1.59933	-799.379	5715.45	-13791.1	-2308.35	182.748	292.85	0
282	7	18.6307	-1.46918	-802.301	5801.93	-14206	-2301.78	182.293	292.768	0
282	8	18.1139	-1.33482	-805.239	5885.88	-14624.2	-2294.26	181.839	292.691	0
282	9	17.5693	-1.19683	-808.193	5967.19	-15045.7	-2285.82	181.384	292.617	0
283	0	16.9968	-1.05577	-811.162	6045.79	-15470.4	-2276.46	180.928	292.547	0
283	1	16.3967	-0.912184	-814.145	6121.6	-15898.3	-2266.2	180.472	292.481	0
283	2	15.769	-0.766623	-817.14	6194.54	-16329.4	-2255.06	180.016	292.419	0
283	3	15.114	-0.619611	-820.147	6264.55	-16763.6	-2243.05	179.56	292.362	0
283	4	14.4321	-0.471663	-823.164	6331.57	-17200.9	-2230.17	179.104	292.308	0
283	5	13.7237	-0.323277	-826.19	6395.56	-17641.3	-2216.45	178.647	292.259	0
283	6	12.9892	-0.174936	-829.224	6456.46	-18084.7	-2201.87	178.191	292.214	0
283	7	12.2291	-0.0271045	-832.265	6514.23	-18531	-2186.46	177.734	292.173	0
283	8	11.4442	0.119771	-835.31	6568.86	-18980.3	-2170.21	177.278	292.136	0
283	9	10.6349	0.265261	-838.358	6620.31	-19432.3	-2153.13	176.821	292.103	0
284	0	9.80207	0.408958	-841.409	6668.58	-19887.1	-2135.23	176.365	292.074	0
284	1	8.94647	0.55047	-844.459	6713.65	-20344.6	-2116.49	175.908	292.05	0
284	2	8.06892	0.689426	-847.509	6755.52	-20804.6	-2096.92	175.452	292.029	0
284	3	7.17031	0.825475	-850.555	6794.2	-21267.1	-2076.53	174.996	292.012	0
284	4	6.25157	0.958287	-853.597	6829.73	-21731.9	-2055.29	174.541	291.999	0
284	5	5.31369	1.08755	-856.633	6862.11	-22199	-2033.21	174.086	291.989	0
284	6	4.35771	1.21297	-859.661	6891.4	-22668.1	-2010.28	173.631	291.984	0
284	7	3.38468	1.33427	-862.681	6917.63	-23139.1	-1986.49	173.178	291.981	0
284	8	2.39574	1.45122	-865.689	6940.88	-23611.9	-1961.83	172.725	291.982	0
284	9	1.39203	1.56357	-868.685	6961.2	-24086.2	-1936.27	172.273	291.987	0
285	0	0.374743	1.67113	-871.667	6978.69	-24561.9	-1909.82	171.822	291.994	0
285	1	-0.654902	1.7737	-874.634	6993.44	-25038.9	-1882.44	171.372	292.004	0
285	2	-1.69565	1.87112	-877.584	7005.54	-25516.8	-1854.13	170.924	292.017	0
285	3	-2.74621	1.96325	-880.516	7015.13	-25995.5	-1824.85	170.477	292.033	0
285	4	-3.80529	2.04997	-883.428	7022.32	-26474.7	-1794.59	170.032	292.051	0
285	5	-4.87155	2.13119	-886.319	7027.25	-26954.1	-1763.32	169.589	292.071	0
285	6	-5.94364	2.20682	-889.189	7030.07	-27433.6	-1731.01	169.148	292.094	0
285	7	-7.02019	2.2768	-892.034	7030.95	-27912.9	-1697.64	168.709	292.118	0
285	8	-8.09982	2.3411	-894.855	7030.04	-28391.6	-1663.16	168.272	292.144	0
285	9	-9.18116	2.39969	-897.651	7027.51	-28869.5	-1627.56	167.839	292.171	0
286	0	-10.2628	2.45258	-900.419	7023.56	-29346.3	-1590.8	167.408	292.2	0
286	1	-11.3434	2.49978	-903.16	7018.36	-29821.6	-1552.85	166.981	292.229	0
286	2	-12.4215	2.54133	-905.871	7012.11	-30295.3	-1513.69	166.557	292.259	0
286	3	-13.4959	2.57727	-908.553	7005	-30766.9	-1473.28	166.136	292.29	0
286	4	-14.5652	2.60767	-911.205	6997.22	-31236.1	-1431.61	165.72	292.321	0
286	5	-15.6282	2.63263	-913.825	6988.98	-31702.6	-1388.65	165.308	292.352	0
286	6	-16.6835	2.65223	-916.412	6980.48	-32166	-1344.41	164.9	292.383	0
286	7	-17.7302	2.66661	-918.967	6971.89	-32626.1	-1298.86	164.497	292.413	0
286	8	-18.767	2.6759	-921.488	6963.43	-33082.4	-1252.03	164.099	292.443	0
286	9	-19.7929	2.68026	-923.974	6955.27	-33534.7	-1203.92	163.706	292.472	0
287	0	-20.8071	2.67985	-926.426	6947.59	-33982.6	-1154.56	163.319	292.501	0
287	1	-21.8088	2.67488	-928.841	6940.57	-34425.8	-1103.99	162.937	292.528	0
287	2	-22.7971	2.66554	-931.221	6934.37	-34864	-1052.25	162.561	292.553	0
287	3	-23.7716	2.65207	-933.563	6929.12	-35296.9	-999.412	162.191	292.578	0
287	4	-24.7316	2.6347	-935.867	6924.98	-35724.1	-945.545	161.828	292.6	0
287	5	-25.677	2.61369	-938.132	6922.05	-36145.4	-890.734	161.471	292.621	0
287	6	-26.6073	2.58931	-940.358	6920.44	-36560.6	-835.074	161.121	292.641	0
287	7	-27.5224	2.56186	-942.544	6920.24	-36969.2	-778.669	160.777	292.658	0
287	8	-28.4224	2.53163	-944.688	6921.51	-37371.2	-721.634	160.441	292.673	0
287	9	-29.3072	2.49895	-946.791	6924.29	-37766.2	-664.087	160.111	292.687	0
288	0	-30.177	2.46414	-948.85	6928.62	-38154.1	-606.155	159.789	292.698	0
288	1	-31.032	2.42755	-950.866	6934.48	-38534.7	-547.965	159.474	292.707	0
288	2	-31.8726	2.38953	-952.836	6941.87	-38907.8	-489.645	159.166	292.715	0
288	3	-32.6992	2.35045	-954.759	6950.75	-39273.1	-431.326	158.866	292.72	0
288	4	-33.512	2.3107	-956.635	6961.05	-39630.7	-373.134	158.573	292.723	0
288	5	-34.3117	2.27066	-958.463	6972.71	-39980.3	-315.192	158.287	292.725	0
288	6	-35.0987	2.23072	-960.24	6985.63	-40321.8	-257.619	158.009	292.725	0
288	7	-35.8736	2.19129	-961.965	6999.68	-40655.2	-200.526	157.737	292.724	0
288	8	-36.637	2.15279	-963.638	7014.76	-40980.4	-144.021	157.473	292.721	0
288	9	-37.3893	2.11562	-965.257	7030.71	-41297.3	-88.1994	157.216	292.716	0
289	0	-38.1313	2.08022	-966.821	7047.4	-41605.9	-33.1518	156.966	292.711	0
289	1	-38.8636	2.047	-968.327	7064.65	-41906.2	21.041	156.723	292.704	0
289	2	-39.5868	2.01641	-969.776	7082.3	-42198.1	74.3064	156.487	292.697	0
289	3	-40.3016	1.98887	-971.165	7100.19	-42481.7	126.581	156.257	292.689	0
289	4	-41.0086	1.96483	-972.494	7118.13	-42757	177.808	156.034	292.681	0
289	5	-41.7086	1.94472	-973.761	7135.96	-43024	227.94	155.817	292.672	0
289	6	-42.4022	1.92898	-974.965	7153.51	-43282.8	276.936	155.606	292.663	0
289	7	-43.0901	1.91804	-976.105	7170.61	-43533.3	324.763	155.401	292.654	0
289	8	-43.7731	1.91235	-977.181	7187.09	-43775.8	371.392	155.202	292.645	0
289	9	-44.4519	1.91234	-978.191	7202.8	-44010.3	416.801	155.008	292.637	0
290	0	-45.1271	1.91843	-979.135	7217.59	-44236.9	460.968	154.82	292.629	0
290	1	-45.7996	1.93103	-980.013	7231.33	-44455.6	503.879	154.638	292.621	0
290	2	-46.47	1.95056	-980.822	7243.87	-44666.7	545.517	154.46	292.615	0
290	3	-47.139	1.97741	-981.565	7255.11	-44870.2	585.87	154.287	292.609	0
290	4	-47.8074	2.01195	-982.239	7264.94	-45066.3	624.924	154.119	292.604	0
290	5	-48.4757	2.05453	-982.845	7273.26	-45255.1	662.664	153.955	292.6	0
290	6	-49.1445	2.1055	-983.383	7279.99	-45436.7	699.076	153.796	292.597	0
290	7	-49.8145	2.16515	-983.854	7285.06	-45611.4	734.143	153.64	292.595	0
290	8	-50.4862	2.23376	-984.256	7288.41	-45779.2	767.847	153.489	292.595	0
290	9	-51.1601	2.31158	-984.592	7290.01	-45940.3	800.169	153.341	292.596	0
291	0	-51.8365	2.39883	-984.861	7289.83	-46095	831.087	153.196	292.598	0
291	1	-52.516	2.49568	-985.064	7287.85	-46243.2	860.58	153.056	292.602	0
291	2	-53.1987	2.60226	-985.201	7284.07	-46385.3	888.625	152.918	292.607	0
291	3	-53.885	2.71868	-985.274	7278.5	-46521.4	915.2	152.783	292.613	0
291	4	-54.575	2.845	-985.284	7271.18	-46651.6	940.283	152.652	292.62	0
291	5	-55.2689	2.98124	-985.231	7262.12	-46776.2	963.854	152.523	292.629	0
291	6	-55.9667	3.12737	-985.118	7251.4	-46895.2	985.894	152.396	292.639	0
291	7	-56.6685	3.28334	-984.944	7239.06	-47008.9	1006.39	152.273	292.65	0
291	8	-57.374	3.44905	-984.713	7225.19	-47117.3	1025.33	152.151	292.663	0
291	9	-58.0833	3.62436	-984.424	7209.86	-47220.8	1042.71	152.032	292.676	0
292	0	-58.7961	3.80908	-984.081	7193.17	-47319.3	1058.52	151.915	292.69	0
292	1	-59.5121	4.00302	-983.684	7175.22	-47413.1	1072.78	151.8	292.706	0
292	2	-60.2312	4.20593	-983.237	7156.13	-47502.4	1085.48	151.688	292.722	0
292	3	-60.9528	4.41752	-982.739	7136.01	-47587.2	1096.66	151.577	292.739	0
292	4	-61.6766	4.6375	-982.195	7114.99	-47667.8	1106.34	151.468	292.756	0
292	5	-62.4021	4.86553	-981.605	7093.2	-47744.2	1114.54	151.361	292.774	0
292	6	-63.1289	5.10125	-980.972	7070.76	-47816.6	1121.31	151.256	292.792	0
292	7	-63.8564	5.34428	-980.299	7047.83	-47885.2	1126.69	151.152	292.811	0
292	8	-64.5842	5.59421	-979.588	7024.53	-47950	1130.74	151.051	292.829	0
292	9	-65.3115	5.85062	-978.841	7001.02	-48011.3	1133.5	150.951	292.848	0
293	0	-66.0379	6.11306	-978.06	6977.43	-48069.1	1135.05	150.853	292.866	0
293	1	-66.7626	6.38107	-977.249	6953.9	-48123.5	1135.44	150.756	292.884	0
293	2	-67.4852	6.6542	-976.411	6930.59	-48174.8	1134.75	150.661	292.902	0
293	3	-68.205	6.93195	-975.547	6907.63	-48223	1133.04	150.568	292.919	0
293	4	-68.9213	7.21383	-974.66	6885.16	-48268.2	1130.39	150.477	292.936	0
293	5	-69.6336	7.49935	-973.753	6863.32	-48310.5	1126.88	150.387	292.952	0
293	6	-70.3412	7.78798	-972.829	6842.24	-48350.2	1122.58	150.299	292.967	0
293	7	-71.0435	8.07923	-971.891	6822.06	-48387.2	1117.55	150.213	292.981	0
293	8	-71.74	8.37256	-970.94	6802.9	-48421.8	1111.88	150.129	292.994	0
293	9	-72.43	8.66747	-969.981	6784.89	-48453.9	1105.64	150.047	293.005	0
294	0	-73.1131	8.96344	-969.015	6768.14	-48483.8	1098.88	149.966	293.015	0
294	1	-73.7886	9.25993	-968.046	6752.76	-48511.5	1091.68	149.887	293.024	0
294	2	-74.4561	9.55644	-967.075	6738.87	-48537.2	1084.09	149.81	293.032	0
294	3	-75.115	9.85245	-966.106	6726.56	-48560.9	1076.18	149.735	293.037	0
294	4	-75.7649	10.1475	-965.141	6715.93	-48582.8	1068	149.662	293.042	0
294	5	-76.4052	10.4409	-964.183	6707.08	-48602.9	1059.59	149.592	293.044	0
294	6	-77.0357	10.7324	-963.233	6700.07	-48621.4	1051.02	149.523	293.044	0
294	7	-77.6557	11.0214	-962.295	6694.99	-48638.3	1042.31	149.456	293.043	0
294	8	-78.2651	11.3074	-961.37	6691.91	-48653.8	1033.51	149.391	293.039	0
294	9	-78.8633	11.5899	-960.462	6690.88	-48667.9	1024.67	149.329	293.034	0
295	0	-79.45	11.8686	-959.571	6691.95	-48680.7	1015.8	149.268	293.026	0
295	1	-80.0248	12.1429	-958.701	6695.17	-48692.4	1006.95	149.21	293.016	0
295	2	-80.5876	12.4125	-957.853	6700.58	-48702.9	998.152	149.154	293.005	0
295	3	-81.1379	12.677	-957.029	6708.19	-48712.4	989.42	149.1	292.991	0
295	4	-81.6756	12.9359	-956.23	6718.04	-48721	980.782	149.049	292.974	0
295	5	-82.2003	13.1889	-955.46	6730.13	-48728.6	972.258	149	292.956	0
295	6	-82.7119	13.4356	-954.718	6744.47	-48735.6	963.864	148.953	292.936	0
295	7	-83.2101	13.6758	-954.007	6761.05	-48741.7	955.614	148.908	292.913	0
295	8	-83.6949	13.909	-953.329	6779.86	-48747.3	947.518	148.866	292.888	0
295	9	-84.166	14.135	-952.683	6800.9	-48752.2	939.582	148.826	292.861	0
296	0	-84.6233	14.3536	-952.073	6824.13	-48756.7	931.809	148.789	292.832	0
296	1	-85.0668	14.5644	-951.497	6849.52	-48760.7	924.197	148.754	292.801	0
296	2	-85.4963	14.7673	-950.959	6877.06	-48764.3	916.741	148.721	292.768	0
296	3	-85.9119	14.9619	-950.457	6906.7	-48767.6	909.432	148.69	292.733	0
296	4	-86.3134	15.148	-949.993	6938.4	-48770.6	902.256	148.662	292.696	0
296	5	-86.701	15.3256	-949.568	6972.13	-48773.5	895.196	148.636	292.658	0
296	6	-87.0748	15.4943	-949.182	7007.83	-48776.1	888.228	148.612	292.617	0
296	7	-87.4346	15.654	-948.834	7045.48	-48778.7	881.327	148.591	292.575	0
296	8	-87.7807	15.8044	-948.526	7085.03	-48781.1	874.462	148.572	292.531	0
296	9	-88.1132	15.9455	-948.256	7126.43	-48783.5	867.6	148.554	292.485	0
297	0	-88.4322	16.077	-948.025	7169.65	-48785.9	860.702	148.539	292.437	0
297	1	-88.738	16.1988	-947.833	7214.66	-48788.3	853.726	148.526	292.388	0
297	2	-89.0306	16.3107	-947.677	7261.42	-48790.7	846.628	148.515	292.338	0
297	3	-89.3105	16.4124	-947.559	7309.91	-48793.2	839.361	148.506	292.286	0
297	4	-89.5778	16.5039	-947.477	7360.11	-48795.7	831.874	148.499	292.232	0
297	5	-89.8328	16.5849	-947.428	7412	-48798.2	824.116	148.494	292.177	0
297	6	-90.0758	16.6552	-947.414	7465.58	-48800.8	816.034	148.491	292.12	0
297	7	-90.3072	16.7146	-947.43	7520.84	-48803.3	807.574	148.489	292.062	0
297	8	-90.5274	16.7629	-947.476	7577.79	-48805.9	798.682	148.489	292.002	0
297	9	-90.7365	16.7997	-947.55	7636.44	-48808.3	789.304	148.49	291.941	0
298	0	-90.9352	16.825	-947.649	7696.82	-48810.7	779.389	148.493	291.878	0
298	1	-91.1237	16.8383	-947.771	7758.95	-48812.9	768.884	148.497	291.814	0
298	2	-91.3026	16.8394	-947.913	7822.88	-48814.9	757.742	148.503	291.747	0
298	3	-91.4721	16.828	-948.072	7888.64	-48816.6	745.916	148.51	291.679	0
298	4	-91.6328	16.8037	-948.245	7956.31	-48817.9	733.363	148.518	291.609	0
298	5	-91.7851	16.7664	-948.429	8025.92	-48818.7	720.043	148.527	291.538	0
298	6	-91.9294	16.7155	-948.619	8097.57	-48819	705.919	148.537	291.464	0
298	7	-92.0663	16.6509	-948.811	8171.32	-48818.6	690.96	148.548	291.388	0
298	8	-92.1961	16.572	-949.003	8247.27	-48817.4	675.135	148.559	291.31	0
298	9	-92.3193	16.4787	-949.188	8325.51	-48815.3	658.42	148.572	291.229	0
299	0	-92.4365	16.3705	-949.364	8406.15	-48812.1	640.792	148.584	291.146	0
299	1	-92.5479	16.2471	-949.524	8489.29	-48807.7	622.232	148.598	291.059	0
299	2	-92.654	16.1082	-949.663	8575.08	-48801.8	602.725	148.611	290.97	0
299	3	-92.7553	15.9534	-949.777	8663.63	-48794.4	582.258	148.625	290.878	0
299	4	-92.852	15.7825	-949.86	8755.07	-48785.3	560.818	148.639	290.783	0
299	5	-92.9446	15.5951	-949.905	8849.56	-48774.2	538.399	148.654	290.684	0
299	6	-93.0334	15.3909	-949.908	8947.24	-48760.9	514.993	148.668	290.581	0
299	7	-93.1187	15.1698	-949.861	9048.27	-48745.3	490.595	148.682	290.474	0
299	8	-93.2006	14.9316	-949.759	9152.79	-48727.1	465.201	148.695	290.363	0
299	9	-93.2794	14.676	-949.595	9260.97	-48706	438.807	148.709	290.247	0
300	0	-93.3552	14.403	-949.361	9372.98	-48681.8	411.413	148.722	290.127	0
300	1	-93.4282	14.1124	-949.051	9488.97	-48654.2	383.016	148.734	290.002	0
300	2	-93.4982	13.8044	-948.659	9609.1	-48623	353.616	148.746	289.871	0
300	3	-93.5654	13.4787	-948.175	9733.53	-48587.9	323.213	148.756	289.734	0
300	4	-93.6295	13.1356	-947.594	9862.43	-48548.6	291.807	148.766	289.592	0
300	5	-93.6904	12.7752	-946.907	9995.94	-48504.8	259.398	148.776	289.444	0
300	6	-93.7478	12.3977	-946.106	10134.2	-48456.2	225.987	148.784	289.288	0
300	7	-93.8014	12.0034	-945.184	10277.4	-48402.5	191.574	148.79	289.127	0
300	8	-93.8507	11.5924	-944.132	10425.6	-48343.3	156.161	148.796	288.957	0
300	9	-93.8952	11.1654	-942.943	10579.1	-48278.3	119.748	148.8	288.781	0
301	0	-93.9343	10.7227	-941.608	10737.7	-48207.2	82.3345	148.803	288.596	0
301	1	-93.9673	10.2647	-940.118	10901.8	-48129.7	43.922	148.805	288.404	0
301	2	-93.9934	9.79225	-938.466	11071.4	-48045.3	4.51007	148.804	288.203	0
301	3	-94.0117	9.30584	-936.642	11246.5	-47953.8	-35.9013	148.802	287.993	0
301	4	-94.0213	8.80623	-934.638	11427.3	-47854.7	-77.3123	148.799	287.774	0
301	5	-94.021	8.29421	-932.447	11613.7	-47747.7	-119.723	148.793	287.545	0
301	6	-94.0097	7.77063	-930.058	11805.8	-47632.4	-163.134	148.786	287.306	0
301	7	-93.986	7.2364	-927.463	12003.5	-47508.5	-207.545	148.776	287.058	0
301	8	-93.9486	6.69249	-924.655	12206.9	-47375.5	-252.955	148.764	286.798	0
301	9	-93.896	6.13995	-921.624	12415.9	-47233.1	-299.362	148.75	286.528	0
302	0	-93.8267	5.57984	-918.361	12630.5	-47080.8	-346.763	148.734	286.247	0
302	1	-93.739	5.01333	-914.859	12850.5	-46918.4	-395.153	148.715	285.954	0
302	2	-93.6312	4.44159	-911.109	13075.7	-46745.3	-444.525	148.694	285.649	0
302	3	-93.5014	3.86585	-907.104	13306.2	-46561.1	-494.869	148.671	285.331	0
302	4	-93.3477	3.2874	-902.834	13541.5	-46365.6	-546.172	148.644	285.001	0
302	5	-93.1683	2.70754	-898.292	13781.6	-46158.2	-598.416	148.616	284.658	0
302	6	-92.961	2.12764	-893.47	14026.2	-45938.6	-651.581	148.584	284.301	0
302	7	-92.7238	1.54905	-888.362	14274.9	-45706.4	-705.64	148.55	283.931	0
302	8	-92.4547	0.973192	-882.959	14527.5	-45461.2	-760.562	148.513	283.547	0
302	9	-92.1513	0.40148	-877.255	14783.6	-45202.6	-816.309	148.473	283.148	0
303	0	-91.8117	-0.164644	-871.243	15042.7	-44930.2	-872.837	148.43	282.734	0
303	1	-91.4337	-0.723734	-864.917	15304.4	-44643.6	-930.095	148.384	282.305	0
303	2	-91.015	-1.27433	-858.271	15568.3	-44342.5	-988.025	148.335	281.861	0
303	3	-90.5536	-1.81499	-851.299	15833.8	-44026.6	-1046.56	148.283	281.4	0
303	4	-90.0475	-2.34425	-843.997	16100.3	-43695.4	-1105.62	148.228	280.924	0
303	5	-89.4944	-2.86068	-836.359	16367.3	-43348.6	-1165.14	148.17	280.43	0
303	6	-88.8925	-3.36285	-828.383	16634	-42986	-1225	148.109	279.92	0
303	7	-88.24	-3.84937	-820.063	16899.7	-42607.2	-1285.12	148.044	279.392	0
303	8	-87.5349	-4.31885	-811.398	17163.8	-42211.9	-1345.38	147.976	278.847	0
303	9	-86.7757	-4.76996	-802.384	17425.4	-41800	-1405.66	147.905	278.283	0
304	0	-85.9608	-5.20139	-793.02	17683.7	-41371.1	-1465.83	147.831	277.701	0
304	1	-85.0888	-5.6119	-783.306	17937.8	-40925	-1525.75	147.753	277.1	0
304	2	-84.1586	-6.00026	-773.241	18186.9	-40461.6	-1585.27	147.673	276.48	0
304	3	-83.169	-6.36535	-762.825	18429.9	-39980.8	-1644.24	147.589	275.84	0
304	4	-82.1193	-6.70606	-752.059	18665.9	-39482.3	-1702.49	147.501	275.18	0
304	5	-81.0088	-7.0214	-740.947	18893.9	-38966.2	-1759.84	147.41	274.5	0
304	6	-79.8371	-7.31043	-729.491	19112.9	-38432.3	-1816.13	147.316	273.8	0
304	7	-78.604	-7.5723	-717.695	19321.7	-37880.7	-1871.16	147.219	273.078	0
304	8	-77.3096	-7.80625	-705.564	19519.3	-37311.4	-1924.74	147.118	272.335	0
304	9	-75.9542	-8.01165	-693.103	19704.6	-36724.4	-1976.68	147.015	271.57	0
305	0	-74.5385	-8.18793	-680.321	19876.5	-36119.9	-2026.79	146.908	270.784	0
305	1	-73.0631	-8.33467	-667.224	20033.8	-35498.1	-2074.85	146.797	269.974	0
305	2	-71.5293	-8.45156	-653.823	20175.5	-34859.2	-2120.68	146.684	269.142	0
305	3	-69.9385	-8.53843	-640.125	20300.5	-34203.4	-2164.07	146.568	268.287	0
305	4	-68.2923	-8.59523	-626.145	20407.6	-33531	-2204.81	146.448	267.407	0
